"","race","height","weight","speed","strength","dexterity","constitution","intelligence","wisdom","charisma"
"1654","dwarf",53,180,25,11,17,17,11,13,11
"1655","dwarf",54,166,25,16,17,10,13,9,12
"1656","dwarf",53,145,25,10,17,16,14,15,12
"1657","dwarf",52,150,25,8,7,15,16,12,15
"1658","dwarf",53,180,25,14,16,17,9,16,14
"1659","dwarf",52,158,25,12,16,17,16,12,8
"1660","dwarf",52,158,25,15,14,16,14,16,12
"1661","dwarf",50,142,25,16,11,18,14,16,14
"1662","dwarf",52,162,25,11,15,19,11,7,9
"1663","dwarf",53,160,25,11,12,13,14,15,12
"1664","dwarf",54,172,25,13,10,17,15,8,7
"1665","dwarf",55,179,25,10,12,12,17,10,13
"1666","dwarf",53,175,25,13,10,16,14,13,12
"1667","dwarf",54,172,25,7,9,12,15,12,16
"1668","dwarf",50,148,25,15,11,16,9,11,14
"1669","dwarf",51,148,25,15,8,10,11,14,13
"1670","dwarf",52,166,25,14,13,14,12,13,10
"1671","dwarf",56,210,25,13,9,15,7,14,16
"1672","dwarf",51,154,25,15,14,14,10,12,9
"1673","dwarf",51,142,25,12,13,12,10,11,14
"1674","dwarf",53,155,25,17,13,14,12,14,15
"1675","dwarf",54,142,25,5,13,15,14,15,11
"1676","dwarf",51,151,25,14,10,15,10,16,16
"1677","dwarf",50,136,25,17,12,16,12,9,15
"1678","dwarf",53,170,25,17,17,17,11,10,11
"1679","dwarf",55,165,25,9,12,20,6,10,15
"1680","dwarf",53,155,25,7,17,16,10,8,12
"1681","dwarf",53,155,25,13,12,13,17,12,16
"1682","dwarf",53,145,25,8,12,18,7,15,8
"1683","dwarf",54,166,25,11,13,17,17,17,8
"1684","dwarf",55,172,25,18,11,12,16,17,11
"1685","dwarf",53,185,25,16,12,15,11,12,6
"1686","dwarf",51,160,25,15,8,12,13,12,10
"1687","dwarf",52,158,25,15,12,14,14,13,14
"1688","dwarf",54,178,25,11,16,14,15,12,11
"1689","dwarf",56,218,25,12,13,16,14,15,13
"1690","dwarf",52,170,25,13,16,16,14,14,17
"1691","dwarf",54,172,25,14,12,16,10,13,15
"1692","dwarf",54,154,25,11,15,8,11,15,15
"1693","dwarf",53,180,25,16,13,13,13,14,15
"1694","dwarf",56,218,25,14,11,11,13,5,12
"1695","dwarf",53,150,25,17,14,12,10,12,12
"1696","dwarf",55,200,25,11,13,16,11,17,10
"1697","dwarf",53,160,25,12,12,15,13,6,12
"1698","dwarf",54,160,25,10,10,8,17,12,12
"1699","dwarf",50,146,25,10,16,14,8,9,10
"1700","dwarf",52,162,25,8,13,15,15,11,15
"1701","dwarf",53,170,25,10,15,10,12,14,10
"1702","dwarf",53,180,25,14,11,11,8,11,14
"1703","dwarf",53,165,25,11,15,15,11,13,12
"1704","dwarf",53,145,25,13,13,15,12,10,14
"1705","dwarf",52,162,25,18,12,15,15,7,9
"1706","dwarf",55,200,25,15,12,11,16,17,15
"1707","dwarf",53,175,25,8,13,19,9,15,12
"1708","dwarf",53,175,25,13,10,9,12,8,9
"1709","dwarf",50,134,25,11,8,18,14,16,14
"1710","dwarf",52,162,25,6,13,8,13,18,15
"1711","dwarf",53,155,25,12,12,18,16,12,13
"1712","dwarf",51,142,25,13,10,14,10,11,15
"1713","dwarf",52,162,25,9,12,14,15,12,14
"1714","dwarf",53,175,25,8,12,17,12,13,14
"1715","dwarf",56,170,25,15,14,16,7,16,7
"1716","dwarf",55,186,25,11,10,8,15,12,15
"1717","dwarf",51,154,25,12,12,15,16,17,11
"1718","dwarf",51,139,25,15,13,16,14,13,12
"1719","dwarf",53,150,25,14,13,17,12,11,11
"1720","dwarf",52,150,25,8,13,16,14,13,13
"1721","dwarf",52,162,25,12,12,15,14,11,16
"1722","dwarf",52,154,25,14,13,15,14,8,12
"1723","dwarf",52,158,25,4,10,14,15,14,5
"1724","dwarf",56,178,25,12,13,13,12,14,17
"1725","dwarf",52,162,25,16,8,20,9,11,9
"1726","dwarf",55,207,25,15,16,16,15,13,11
"1727","dwarf",54,148,25,14,14,15,10,15,14
"1728","dwarf",53,160,25,9,14,14,12,9,16
"1729","dwarf",50,148,25,17,12,15,11,14,14
"1730","dwarf",54,154,25,10,12,7,15,6,12
"1731","dwarf",54,172,25,10,14,15,11,14,10
"1732","dwarf",53,185,25,13,18,15,10,12,14
"1733","dwarf",52,174,25,11,11,14,9,9,18
"1734","dwarf",53,170,25,10,14,12,15,6,10
"1735","dwarf",52,166,25,13,6,11,15,11,13
"1736","dwarf",53,180,25,11,9,17,9,14,14
"1737","dwarf",54,184,25,13,17,17,10,15,11
"1738","dwarf",55,165,25,13,8,13,5,12,13
"1739","dwarf",56,226,25,5,11,18,15,11,15
"1740","dwarf",54,196,25,8,11,13,12,13,13
"1741","dwarf",54,178,25,12,10,15,13,9,14
"1742","dwarf",52,146,25,15,13,18,7,12,12
"1743","dwarf",52,138,25,7,9,17,11,10,11
"1744","dwarf",56,210,25,15,12,13,11,13,12
"1745","dwarf",51,148,25,11,11,17,15,7,15
"1746","dwarf",53,170,25,15,17,13,16,15,13
"1747","dwarf",55,158,25,9,13,12,12,15,11
"1748","dwarf",56,146,25,13,7,15,13,8,13
"1749","dwarf",53,165,25,13,14,14,11,9,14
"1750","dwarf",55,179,25,14,11,17,9,11,11
"1751","dwarf",50,140,25,9,13,19,11,6,12
"1752","dwarf",54,178,25,14,16,9,12,14,14
"1753","dwarf",53,180,25,13,14,17,11,15,11
"1754","dwarf",53,170,25,14,11,15,15,13,5
"1755","dwarf",54,178,25,11,13,16,9,9,14
"1756","dwarf",52,170,25,14,14,15,13,16,13
"1757","dwarf",54,172,25,12,13,16,15,10,10
"1758","dwarf",53,140,25,14,9,14,11,16,10
"1759","dwarf",52,178,25,14,10,15,13,12,18
"1760","dwarf",55,172,25,8,15,12,10,16,16
"1761","dwarf",55,193,25,13,12,15,12,12,6
"1762","dwarf",54,154,25,13,8,17,9,10,15
"1763","dwarf",53,145,25,8,13,12,12,10,12
"1764","dwarf",51,139,25,7,15,16,14,15,10
"1765","dwarf",55,165,25,13,14,19,10,15,11
"1766","dwarf",51,154,25,15,12,12,9,14,6
"1767","dwarf",54,178,25,14,9,15,8,8,12
"1768","dwarf",52,146,25,15,14,12,18,9,11
"1769","dwarf",54,166,25,11,15,9,14,12,16
"1770","dwarf",52,154,25,11,13,13,12,15,10
"1771","dwarf",51,160,25,14,12,11,12,9,10
"1772","dwarf",53,165,25,11,8,19,17,17,15
"1773","dwarf",56,146,25,8,12,17,16,6,10
"1774","dwarf",51,154,25,4,10,14,10,12,15
"1775","dwarf",54,202,25,12,10,19,12,9,12
"1776","dwarf",53,145,25,8,12,14,11,12,9
"1777","dwarf",53,190,25,9,13,14,8,17,12
"1778","dwarf",55,193,25,6,13,13,12,10,13
"1779","dwarf",51,148,25,10,16,11,15,12,16
"1780","dwarf",51,145,25,13,8,12,15,13,13
"1781","dwarf",53,145,25,10,18,15,13,8,13
"1782","dwarf",53,160,25,8,14,15,13,12,14
"1783","dwarf",53,180,25,13,10,12,12,13,15
"1784","dwarf",53,160,25,14,10,13,9,17,13
"1785","dwarf",52,162,25,11,12,17,8,14,10
"1786","dwarf",53,170,25,15,17,15,9,10,12
"1787","dwarf",52,154,25,13,11,18,10,14,11
"1788","dwarf",50,140,25,11,11,17,9,11,16
"1789","dwarf",53,140,25,16,12,17,17,10,12
"1790","dwarf",50,146,25,13,12,10,11,7,16
"1791","dwarf",54,196,25,10,12,14,13,16,15
"1792","dwarf",54,202,25,16,3,18,14,11,11
"1793","dwarf",54,148,25,13,9,8,9,14,12
"1794","dwarf",55,207,25,11,12,20,16,13,16
"1795","dwarf",53,150,25,12,15,15,14,14,9
"1796","dwarf",55,165,25,16,13,14,16,15,11
"1797","dwarf",51,151,25,11,9,12,11,11,12
"1798","dwarf",53,150,25,17,15,17,15,11,6
"1799","dwarf",53,145,25,10,13,16,17,11,12
"1800","dwarf",53,160,25,11,10,16,15,10,12
"1801","dwarf",54,178,25,9,7,14,14,16,14
"1802","dwarf",54,172,25,6,12,16,10,10,14
"1803","dwarf",51,148,25,15,9,10,11,18,13
"1804","dwarf",53,160,25,13,14,14,8,9,15
"1805","dwarf",56,170,25,11,11,12,10,10,10
"1806","dwarf",52,162,25,14,11,16,15,12,11
"1807","dwarf",53,160,25,15,13,16,12,14,9
"1808","dwarf",52,174,25,12,16,18,11,13,17
"1809","dwarf",52,158,25,13,14,17,14,16,11
"1810","dwarf",53,180,25,10,13,15,15,14,14
"1811","dwarf",53,190,25,17,7,12,13,13,9
"1812","dwarf",53,165,25,10,14,8,14,10,12
"1813","dwarf",51,145,25,13,8,11,10,17,10
"1814","dwarf",53,165,25,12,6,17,11,4,7
"1815","dwarf",52,142,25,12,11,17,14,12,10
"1816","dwarf",56,170,25,10,10,15,12,13,14
"1817","dwarf",51,154,25,9,13,9,14,12,11
"1818","dwarf",54,166,25,17,10,15,11,15,9
"1819","dwarf",54,184,25,13,10,13,12,6,13
"1820","dwarf",53,170,25,11,9,19,8,14,14
"1821","dwarf",52,158,25,7,11,13,12,13,14
"1822","dwarf",52,150,25,10,16,14,16,8,12
"1823","dwarf",52,154,25,9,13,17,15,9,15
"1824","dwarf",53,185,25,14,9,15,15,7,13
"1825","dwarf",53,190,25,16,15,7,11,9,14
"1826","dwarf",52,166,25,14,11,17,14,15,12
"1827","dwarf",53,180,25,16,11,16,17,14,14
"1828","dwarf",53,155,25,10,17,16,12,7,18
"1829","dwarf",55,179,25,11,14,8,13,16,15
"1830","dwarf",53,145,25,9,9,19,12,15,4
"1831","dwarf",54,166,25,15,10,15,12,15,14
"1832","dwarf",53,185,25,11,9,11,14,11,16
"1833","dwarf",52,154,25,18,11,10,8,10,13
"1834","dwarf",51,166,25,10,9,13,11,13,13
"1835","dwarf",50,142,25,14,10,20,14,10,11
"1836","dwarf",55,158,25,16,16,17,9,12,11
"1837","dwarf",53,145,25,15,12,16,7,14,14
"1838","dwarf",52,162,25,9,14,12,15,17,8
"1839","dwarf",53,185,25,14,12,13,12,7,7
"1840","dwarf",54,190,25,16,13,16,15,15,17
"1841","dwarf",52,146,25,14,10,13,11,16,16
"1842","dwarf",54,178,25,16,8,14,14,12,9
"1843","dwarf",52,146,25,11,13,14,16,8,13
"1844","dwarf",52,162,25,14,9,16,14,8,12
"1845","dwarf",55,179,25,11,11,11,9,11,16
"1846","dwarf",56,202,25,12,16,14,17,8,13
"1847","dwarf",55,151,25,6,14,16,13,15,8
"1848","dwarf",52,170,25,15,13,9,12,13,12
"1849","dwarf",53,180,25,15,17,15,12,11,14
"1850","dwarf",53,150,25,13,16,17,6,14,11
"1851","dwarf",54,172,25,15,8,15,13,16,12
"1852","dwarf",53,170,25,11,7,7,12,14,13
"1853","dwarf",54,166,25,11,11,10,12,14,13
"1854","dwarf",54,172,25,8,11,9,11,16,11
"1855","dwarf",55,193,25,14,12,13,12,16,14
"1856","dwarf",50,140,25,11,11,15,10,14,12
"1857","dwarf",51,154,25,3,13,17,9,14,14
"1858","dwarf",54,154,25,9,8,17,12,12,13
"1859","dwarf",56,154,25,16,8,13,9,10,6
"1860","dwarf",54,160,25,8,11,12,15,12,14
"1861","dwarf",55,179,25,14,16,14,17,9,13
"1862","dwarf",52,150,25,10,14,8,13,13,13
"1863","dwarf",54,178,25,8,11,15,5,11,9
"1864","dwarf",54,172,25,11,8,17,12,8,17
"1865","dwarf",55,193,25,12,14,16,11,14,11
"1866","dwarf",53,180,25,14,12,15,15,13,12
"1867","dwarf",51,151,25,15,14,10,9,8,11
"1868","dwarf",52,162,25,16,11,19,12,16,10
"1869","dwarf",51,166,25,18,11,14,12,13,14
"1870","dwarf",53,170,25,14,17,16,11,15,9
"1871","dwarf",56,162,25,15,15,17,11,10,8
"1872","dwarf",53,150,25,17,10,11,12,12,12
"1873","dwarf",54,154,25,13,14,18,9,11,7
"1874","dwarf",51,142,25,16,14,11,17,14,14
"1875","dwarf",54,172,25,9,9,8,7,14,16
"1876","dwarf",52,146,25,7,8,13,9,14,13
"1877","dwarf",53,145,25,13,13,15,14,11,11
"1878","dwarf",53,160,25,11,11,9,9,13,8
"1879","dwarf",54,184,25,16,10,12,14,13,15
"1880","dwarf",53,160,25,10,12,15,17,6,9
"1881","dwarf",56,162,25,13,12,11,14,12,14
"1882","dwarf",52,170,25,13,9,13,13,10,15
"1883","dwarf",53,165,25,13,13,14,14,15,7
"1884","dwarf",53,170,25,11,13,15,8,10,11
"1885","dwarf",51,160,25,6,11,11,15,10,13
"1886","dwarf",53,180,25,12,10,18,10,13,14
"1887","dwarf",52,162,25,14,10,13,13,14,16
"1888","dwarf",54,160,25,10,8,18,11,12,13
"1889","dwarf",54,154,25,13,13,16,9,13,15
"1890","dwarf",51,151,25,8,14,13,12,10,9
"1891","dwarf",51,157,25,14,6,16,17,9,14
"1892","dwarf",54,178,25,16,13,12,11,12,10
"1893","dwarf",53,175,25,14,14,12,12,14,14
"1894","dwarf",55,207,25,11,17,10,11,17,18
"1895","dwarf",51,151,25,13,12,17,17,11,13
"1896","dwarf",51,151,25,11,10,16,12,7,12
"1897","dwarf",53,165,25,9,14,13,16,16,10
"1898","dwarf",53,155,25,13,15,18,12,15,10
"1899","dwarf",56,170,25,7,11,17,10,11,14
"1900","dwarf",52,178,25,16,10,15,12,13,13
"1901","dwarf",55,179,25,10,13,18,12,14,9
"1902","dwarf",52,158,25,14,15,15,12,15,18
"1903","dwarf",56,154,25,12,13,12,13,10,8
"1904","dwarf",53,150,25,15,15,11,16,12,15
"1905","dwarf",52,150,25,11,13,20,9,14,14
"1906","dwarf",52,166,25,10,14,13,16,13,6
"1907","dwarf",56,194,25,13,15,15,15,9,14
"1908","dwarf",50,150,25,13,12,15,11,13,14
"1909","dwarf",50,150,25,13,15,15,12,13,14
"1910","dwarf",51,163,25,9,15,7,15,15,11
"1911","dwarf",52,166,25,12,11,16,10,11,13
"1912","dwarf",52,174,25,12,18,9,14,18,15
"1913","dwarf",54,142,25,9,14,19,11,14,14
"1914","dwarf",52,162,25,15,8,14,16,11,14
"1915","dwarf",53,170,25,15,9,11,18,9,15
"1916","dwarf",55,186,25,11,17,15,16,14,14
"1917","dwarf",52,154,25,10,11,14,14,11,13
"1918","dwarf",53,155,25,15,10,13,14,12,12
"1919","dwarf",55,207,25,6,8,20,10,13,15
"1920","dwarf",50,144,25,13,15,18,15,14,16
"1921","dwarf",52,170,25,12,14,6,11,12,18
"1922","dwarf",54,166,25,9,13,14,16,11,12
"1923","dwarf",52,170,25,16,11,12,10,14,14
"1924","dwarf",55,158,25,10,15,13,14,8,9
"1925","dwarf",51,151,25,11,10,9,14,13,18
"1926","dwarf",51,151,25,14,7,15,16,16,11
"1927","dwarf",51,145,25,11,10,17,16,14,13
"1928","dwarf",54,178,25,15,13,16,9,14,5
"1929","dwarf",51,157,25,15,11,14,11,8,14
"1930","dwarf",52,154,25,9,12,13,17,10,14
"1931","dwarf",56,218,25,11,13,20,10,8,13
"1932","dwarf",56,170,25,14,13,11,12,17,12
"1933","dwarf",54,190,25,5,13,10,11,13,13
"1934","dwarf",56,194,25,9,16,12,13,15,13
"1935","dwarf",53,185,25,15,16,14,15,13,13
"1936","dwarf",50,142,25,14,10,16,9,16,5
"1937","dwarf",55,207,25,15,15,18,18,17,11
"1938","dwarf",54,166,25,13,14,15,10,12,15
"1939","dwarf",53,175,25,14,10,13,12,11,10
"1940","dwarf",52,166,25,15,14,16,12,11,16
"1941","dwarf",55,165,25,13,12,15,12,8,16
"1942","dwarf",51,160,25,15,11,14,16,15,15
"1943","dwarf",51,148,25,9,13,15,13,10,14
"1944","dwarf",54,172,25,9,8,16,9,14,11
"1945","dwarf",56,194,25,11,12,15,10,11,17
"1946","dwarf",51,145,25,12,10,12,10,12,13
"1947","dwarf",54,196,25,12,14,15,16,14,18
"1948","dwarf",56,170,25,11,9,17,14,15,13
"1949","dwarf",52,154,25,11,13,13,12,10,4
"1950","dwarf",50,138,25,11,13,14,10,17,14
"1951","dwarf",53,170,25,14,18,13,13,15,14
"1952","dwarf",56,186,25,17,13,14,13,9,15
"1953","dwarf",53,185,25,15,7,18,15,14,14
"1954","dwarf",52,154,25,12,16,14,8,9,15
"1955","dwarf",54,148,25,13,9,17,16,14,9
"1956","dwarf",53,180,25,9,12,17,14,12,13
"1957","dwarf",54,196,25,9,12,12,12,14,15
"1958","dwarf",50,144,25,9,12,17,13,13,17
"1959","dwarf",55,172,25,15,12,18,12,13,11
"1960","dwarf",53,145,25,7,16,15,18,9,16
"1961","dwarf",51,142,25,10,15,17,10,12,16
"1962","dwarf",54,172,25,13,14,10,12,12,8
"1963","dwarf",55,179,25,14,14,16,14,6,10
"1964","dwarf",55,193,25,12,15,19,18,8,11
"1965","dwarf",51,145,25,11,9,13,17,13,17
"1966","dwarf",56,226,25,8,17,16,16,15,12
"1967","dwarf",52,166,25,11,15,18,12,8,13
"1968","dwarf",54,154,25,8,10,15,11,16,9
"1969","dwarf",52,158,25,11,14,15,14,14,14
"1970","dwarf",51,151,25,10,11,13,15,15,12
"1971","dwarf",52,166,25,12,10,15,7,14,14
"1972","dwarf",54,184,25,14,7,13,7,6,16
"1973","dwarf",53,170,25,13,7,20,17,9,11
"1974","dwarf",53,155,25,13,11,16,11,14,14
"1975","dwarf",55,186,25,7,15,14,15,11,11
"1976","dwarf",55,179,25,17,14,13,11,12,8
"1977","dwarf",51,148,25,12,9,13,13,12,15
"1978","dwarf",52,162,25,13,10,17,12,11,11
"1979","dwarf",54,196,25,12,15,17,8,14,13
"1980","dwarf",52,158,25,10,16,19,11,11,8
"1981","dwarf",51,166,25,13,13,20,12,15,11
"1982","dwarf",53,145,25,10,14,18,10,11,9
"1983","dwarf",54,184,25,11,16,16,14,6,16
"1984","dwarf",53,170,25,14,13,14,10,10,12
"1985","dwarf",53,150,25,11,9,11,14,4,16
"1986","dwarf",53,165,25,15,8,9,12,13,14
"1987","dwarf",50,138,25,12,9,13,14,11,9
"1988","dwarf",53,170,25,17,9,17,13,12,13
"1989","dwarf",54,172,25,14,10,12,10,13,14
"1990","dwarf",55,207,25,11,14,15,6,10,10
"1991","dwarf",56,162,25,9,17,15,14,11,7
"1992","dwarf",55,172,25,14,11,14,14,11,13
"1993","dwarf",54,178,25,8,17,17,13,9,15
"1994","dwarf",51,157,25,11,13,14,13,13,10
"1995","dwarf",51,163,25,11,13,12,4,16,18
"1996","dwarf",52,150,25,13,9,18,15,12,16
"1997","dwarf",53,140,25,16,11,10,13,11,14
"1998","dwarf",53,185,25,13,13,13,6,16,11
"1999","dwarf",55,172,25,14,13,20,12,10,11
"2000","dwarf",52,138,25,13,9,12,13,11,10
"2001","dwarf",55,179,25,12,12,11,9,14,11
"2002","dwarf",50,146,25,13,14,10,11,10,15
"2003","dwarf",54,160,25,11,16,11,11,12,15
"2004","dwarf",53,160,25,12,9,15,12,15,15
"2005","dwarf",50,142,25,14,14,12,10,12,9
"2006","dwarf",51,166,25,8,15,9,11,13,11
"2007","dwarf",53,180,25,15,11,12,13,10,8
"2008","dwarf",53,185,25,10,8,18,6,16,12
"2009","dwarf",55,165,25,12,14,13,8,15,13
"2010","dwarf",56,170,25,10,16,13,15,14,16
"2011","dwarf",52,142,25,11,11,14,11,17,15
"2012","dwarf",53,160,25,13,11,17,9,12,9
"2013","dwarf",52,162,25,7,12,15,9,16,9
"2014","dwarf",53,165,25,7,16,12,14,13,15
"2015","dwarf",54,184,25,8,15,13,12,9,10
"2016","dwarf",52,154,25,15,17,15,13,16,15
"2017","dwarf",56,226,25,12,8,15,5,12,9
"2018","dwarf",53,140,25,7,10,16,15,11,13
"2019","dwarf",51,163,25,14,15,10,13,8,10
"2020","dwarf",56,178,25,15,12,14,13,14,9
"2021","dwarf",52,178,25,13,16,17,17,13,15
"2022","dwarf",51,154,25,10,14,14,14,17,16
"2023","dwarf",51,160,25,6,14,9,14,13,16
"2024","dwarf",53,180,25,18,9,9,16,15,15
"2025","dwarf",55,165,25,13,10,17,16,13,14
"2026","dwarf",53,185,25,15,12,11,15,9,14
"2027","dwarf",52,166,25,9,12,17,12,7,17
"2028","dwarf",52,146,25,12,15,19,15,11,13
"2029","dwarf",54,196,25,10,11,17,9,16,11
"2030","dwarf",52,146,25,12,13,14,8,14,15
"2031","dwarf",52,150,25,17,12,14,14,7,10
"2032","dwarf",55,158,25,10,8,12,10,6,10
"2033","dwarf",54,148,25,9,16,17,13,15,13
"2034","dwarf",50,142,25,11,16,10,9,13,15
"2035","dwarf",55,158,25,15,12,12,14,12,7
"2036","dwarf",55,200,25,9,10,12,14,11,9
"2037","dwarf",53,190,25,13,13,17,13,14,14
"2038","dwarf",52,158,25,16,15,18,14,14,16
"2039","dwarf",53,175,25,14,12,17,11,10,15
"2040","dwarf",53,175,25,18,10,10,11,10,10
"2041","dwarf",53,165,25,13,13,16,14,15,17
"2042","dwarf",53,165,25,12,16,15,11,12,11
"2043","dwarf",53,145,25,14,9,17,14,17,9
"2044","dwarf",53,160,25,14,11,12,11,13,11
"2045","dwarf",52,150,25,13,12,8,17,8,9
"2046","dwarf",51,154,25,13,10,13,13,11,12
"2047","dwarf",52,154,25,15,10,15,10,12,15
"2048","dwarf",54,196,25,15,18,10,9,14,14
"2049","dwarf",53,140,25,13,15,10,12,13,11
"2050","dwarf",55,214,25,9,12,18,13,13,7
"2051","dwarf",53,165,25,16,16,8,13,7,14
"2052","dwarf",53,165,25,14,16,16,11,14,11
"2053","dwarf",54,178,25,4,7,20,9,15,16
"2054","dwarf",52,142,25,14,11,19,10,8,16
"2055","dwarf",51,148,25,8,13,15,9,12,13
"2056","dwarf",50,144,25,10,14,14,13,16,11
"2057","dwarf",54,172,25,12,11,16,14,14,10
"2058","dwarf",53,180,25,14,9,10,13,6,11
"2059","dwarf",54,190,25,6,12,14,11,11,11
"2060","dwarf",53,155,25,7,13,19,11,14,14
"2061","dwarf",54,190,25,15,8,19,12,17,11
"2062","dwarf",53,150,25,9,12,11,7,9,11
"2063","dwarf",52,146,25,10,17,15,11,12,12
"2064","dwarf",54,172,25,16,15,11,13,12,9
"2065","dwarf",52,166,25,12,13,16,10,10,13
"2066","dwarf",53,165,25,6,15,11,15,10,11
"2067","dwarf",51,148,25,11,16,19,11,18,12
"2068","dwarf",51,154,25,15,10,19,15,7,9
"2069","dwarf",54,178,25,14,14,18,17,17,13
"2070","dwarf",52,150,25,15,10,10,13,9,6
"2071","dwarf",52,158,25,11,13,19,13,18,16
"2072","dwarf",53,170,25,10,8,12,15,12,10
"2073","dwarf",52,166,25,10,12,15,9,7,14
"2074","dwarf",54,184,25,11,11,11,8,9,7
"2075","dwarf",54,160,25,10,12,16,15,13,14
"2076","dwarf",51,148,25,11,12,14,9,12,14
"2077","dwarf",54,166,25,10,11,15,13,14,16
"2078","dwarf",52,142,25,8,13,16,12,15,17
"2079","dwarf",54,166,25,9,12,13,18,16,12
"2080","dwarf",55,186,25,9,17,15,11,16,6
"2081","dwarf",54,178,25,13,10,14,13,14,14
"2082","dwarf",53,185,25,9,17,11,8,14,10
"2083","dwarf",53,140,25,14,10,12,11,11,14
"2084","dwarf",56,162,25,13,17,19,11,11,15
"2085","dwarf",53,140,25,16,14,11,12,13,14
"2086","dwarf",51,145,25,15,14,15,13,12,14
"2087","dwarf",54,148,25,17,14,11,8,11,18
"2088","dwarf",55,200,25,12,15,13,14,13,16
"2089","dwarf",53,145,25,8,15,12,12,15,12
"2090","dwarf",53,150,25,11,17,14,15,10,12
"2091","dwarf",53,165,25,7,15,10,9,10,15
"2092","dwarf",52,146,25,10,10,10,18,12,14
"2093","dwarf",53,150,25,15,16,11,9,13,15
"2094","dwarf",54,154,25,13,16,17,8,8,17
"2095","dwarf",53,165,25,14,9,16,12,13,13
"2096","dwarf",54,166,25,16,10,17,11,13,11
"2097","dwarf",55,172,25,13,13,14,12,13,12
"2098","dwarf",53,155,25,13,12,10,15,17,9
"2099","dwarf",52,158,25,13,11,14,16,15,14
"2100","dwarf",52,170,25,10,9,16,6,10,15
"2101","dwarf",54,172,25,17,8,15,13,10,14
"2102","dwarf",51,157,25,10,14,17,12,10,16
"2103","dwarf",53,155,25,15,16,14,10,12,16
"2104","dwarf",52,166,25,16,11,13,13,10,16
"2105","dwarf",54,190,25,8,14,13,12,16,11
"2106","dwarf",54,196,25,13,9,16,15,14,13
"2107","dwarf",51,148,25,14,16,13,15,15,11
"2108","dwarf",56,146,25,8,11,14,11,14,14
"2109","dwarf",53,170,25,16,17,17,14,15,13
"2110","dwarf",53,170,25,10,17,9,6,14,9
"2111","dwarf",53,160,25,14,12,15,9,10,8
"2112","dwarf",54,154,25,14,17,19,10,6,16
"2113","dwarf",52,158,25,11,10,13,6,15,6
"2114","dwarf",53,175,25,9,13,14,13,17,13
"2115","dwarf",53,150,25,8,14,18,15,12,13
"2116","dwarf",53,165,25,14,10,15,14,12,16
"2117","dwarf",52,174,25,11,18,8,14,11,16
"2118","dwarf",53,185,25,12,7,11,15,14,13
"2119","dwarf",55,158,25,16,11,10,14,9,8
"2120","dwarf",53,185,25,8,17,14,7,6,13
"2121","dwarf",54,166,25,12,11,7,11,13,9
"2122","dwarf",53,190,25,13,16,17,15,11,12
"2123","dwarf",54,184,25,15,11,10,14,8,13
"2124","dwarf",54,178,25,16,12,11,17,12,8
"2125","dwarf",55,193,25,15,16,16,14,11,18
"2126","dwarf",54,178,25,15,13,12,6,13,9
"2127","dwarf",56,170,25,17,8,16,9,13,8
"2128","dwarf",56,210,25,13,13,12,8,11,15
"2129","dwarf",55,165,25,4,16,17,13,14,12
"2130","dwarf",53,180,25,16,10,17,15,12,14
"2131","dwarf",50,148,25,8,12,12,17,13,15
"2132","dwarf",54,184,25,9,12,15,16,12,14
"2133","dwarf",54,178,25,15,14,9,10,12,13
"2134","dwarf",51,145,25,6,10,17,7,12,13
"2135","dwarf",54,184,25,14,12,17,15,12,6
"2136","dwarf",53,180,25,13,11,13,13,9,15
"2137","dwarf",54,196,25,11,8,11,15,12,12
"2138","dwarf",53,190,25,17,14,19,8,10,14
"2139","dwarf",55,179,25,12,15,12,13,8,16
"2140","dwarf",51,145,25,11,14,11,16,10,17
"2141","dwarf",56,162,25,6,13,8,15,13,14
"2142","dwarf",52,146,25,13,11,10,6,10,7
"2143","dwarf",54,178,25,10,17,18,10,14,10
"2144","dwarf",53,155,25,11,18,19,9,17,12
"2145","dwarf",55,200,25,10,8,10,10,13,10
"2146","dwarf",50,134,25,9,16,15,10,12,13
"2147","dwarf",53,155,25,9,15,16,10,12,11
"2148","dwarf",53,165,25,12,15,18,17,10,9
"2149","dwarf",52,158,25,14,13,18,11,10,10
"2150","dwarf",52,142,25,14,9,16,15,14,13
"2151","dwarf",53,175,25,11,14,11,11,18,13
"2152","dwarf",56,210,25,16,8,18,12,15,10
"2153","dwarf",53,175,25,14,18,12,14,14,15
"2154","dwarf",55,179,25,15,15,13,9,11,10
"2155","dwarf",52,162,25,11,13,19,16,12,12
"2156","dwarf",52,158,25,12,15,11,14,16,14
"2157","dwarf",54,172,25,14,11,13,13,13,12
"2158","dwarf",55,179,25,5,10,15,10,18,15
"2159","dwarf",51,148,25,15,11,13,14,14,12
"2160","dwarf",52,158,25,15,10,18,17,14,9
"2161","dwarf",55,158,25,9,16,14,14,15,11
"2162","dwarf",51,142,25,13,12,6,8,11,17
"2163","dwarf",54,178,25,14,16,14,16,15,14
"2164","dwarf",55,165,25,9,17,16,4,13,11
"2165","dwarf",53,150,25,15,11,11,16,9,13
"2166","dwarf",54,196,25,8,12,12,16,6,12
"2167","dwarf",51,148,25,11,9,19,17,9,12
"2168","dwarf",53,170,25,11,7,10,11,11,12
"2169","dwarf",51,148,25,10,16,13,15,13,13
"2170","dwarf",55,158,25,9,13,16,9,12,17
